"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,95166.373518,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,92696.135892,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,95536.726343,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,95925.85728,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",83.41307,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",83.484403,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",86.630252,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",92.328196,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",92.728446,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",91.048281,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",92.939402,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",86.55412,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",86.608747,,
"ISL","Iceland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",93.091959,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",82.62654,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",83.144405,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",85.890004,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",88.874508,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",88.982763,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",88.662055,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",94.180881,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",88.120331,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",92.644978,,
"ISL","Iceland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",98.517401,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",72.688795,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",72.367855,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",74.429281,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",77.646563,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",77.011925,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",76.127229,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",80.017659,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",74.374075,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",76.844754,,
"ISL","Iceland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",81.897469,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",100.951909,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",100.408926,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",100.861856,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",103.886028,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",104.209447,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",102.691372,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",98.681814,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",98.222645,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",93.484557,,
"ISL","Iceland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",94.49291,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,38806.059988,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,42014.30555,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,56115.751762,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,56796.205681,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,62163.934802,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,67365.74319,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,72324.918569,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,75346.402625,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,86491.714469,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,98985.557148,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,55.289729,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,58.344514,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,76.292371,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,74.293803,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,78.924422,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,83.495156,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,88.240124,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,102.856761,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,111.654479,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,119.934508,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,92738.901734,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,98522.775373,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2015","2015","NATCUR","National currency","0","Units",,,128321.64606,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2016","2016","NATCUR","National currency","0","Units",,,126623.59263,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2017","2017","NATCUR","National currency","0","Units",,,136315.91517,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,145430.92659,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,153719.93055,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,166583.42208,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,181716.68724,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,198787.84246,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,47836.185688,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,51296.929796,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,69305.538832,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,71505.74627,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,78252.205673,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,85034.728476,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,91072.866733,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,97165.18758,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,114451.03124,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,134148.78947,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,68.155586,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,71.235129,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,94.224594,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,93.535013,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,99.350372,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,105.394635,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,111.113585,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,132.641986,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,147.747913,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,162.539562,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,114319.13792,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,120290.35886,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,158483.14501,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,159417.59451,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,171595.01026,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,183575.1937,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,193566.96179,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,214822.59126,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,240458.43438,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,269404.43835,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,51999.773162,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,56196.512598,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,69305.538832,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,69738.761093,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,75386.524928,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,80789.911269,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,83921.406251,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,88519.721801,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,101130.76163,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,108591.45797,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,74.087742,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,78.039091,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,94.224594,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,91.22366,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,95.712054,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,100.133479,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,102.388435,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,120.839902,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,130.552419,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,131.573368,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2013","2013","USD","US Dollar","0","Units",,,124269.29853,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2014","2014","USD","US Dollar","0","Units",,,131779.7906,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2015","2015","USD","US Dollar","0","Units",,,158483.14501,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2016","2016","USD","US Dollar","0","Units",,,155478.21143,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2017","2017","USD","US Dollar","0","Units",,,165311.01465,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,174411.3714,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,178367.19344,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,195708.32403,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,212472.91831,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,218078.90224,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",89.858963,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",93.107801,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",122.023459,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",123.432684,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",130.417004,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",135.351521,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",139.864383,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",151.190352,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",161.218381,,
"IRL","Ireland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",173.831486,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",102.257505,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",104.466986,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",135.645162,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",132.909864,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",137.163793,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",140.426577,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",143.66076,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",161.876105,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",170.072691,,
"IRL","Ireland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",177.644314,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",99.000567,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",101.452864,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",130.811046,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",130.203365,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",136.047747,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",140.340512,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",143.654792,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",151.098523,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",157.727644,,
"IRL","Ireland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",167.86953,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2013","2013","PC","Percentage","0","Units","USA_100","USA=100",87.875177,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2014","2014","PC","Percentage","0","Units","USA_100","USA=100",89.126531,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2015","2015","PC","Percentage","0","Units","USA_100","USA=100",89.957841,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2016","2016","PC","Percentage","0","Units","USA_100","USA=100",92.869468,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2017","2017","PC","Percentage","0","Units","USA_100","USA=100",95.081218,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",96.385971,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",97.357402,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",93.398808,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",94.793808,,
"IRL","Ireland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",97.853673,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2013","2013","NATCUR","National currency","0","Units",,,26740.316954,,
"ITA","Italy","T_GDPPOP","GDP per head of population","C","National currency, current prices","2014","2014","NATCUR","National currency","0","Units",,,26979.222721,,
